row_index,dataset,confidence_mean,accuracy_mean
193,dmc,0.6522678167460828,0.20075757575757575
194,dmc,0.5585347330142888,0.9015748031496063
195,dmc,0.6770553301959484,0.7913385826771654
196,dmc,0.5967883251216007,0.7684210526315789
197,dmc,0.6397081167914119,0.8072727272727273
198,dmc,0.6174013459818112,0.5508771929824562
199,dmc,0.6113651512889473,0.8191126279863481
200,dmc,0.6400128309224867,0.3724137931034483
201,dmc,0.559730218570421,0.5761316872427984
202,dmc,0.670545392445231,0.16544117647058823
203,dmc,0.6004084735584109,1.0
204,dmc,0.5164464003120225,0.8
205,dmc,0.46739252912317636,0.6948529411764706
206,dmc,0.679232205053369,0.49097472924187724
207,dmc,0.4619143021115984,0.7291666666666666
208,dmc,0.5272808752250747,0.6145833333333334
209,dmc,0.6227962134936864,0.662962962962963
